Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Forward (3-1),Forward (3-2),Center (3-1),Guard (3-1),Guard (3-2),Year
Lisa Yang,Tencent,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Lillard, Damian (POR)","DeRozan, DeMar (TOR)","George, Paul (OKC)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","Curry, Stephen (GSW)","Irving, Kyrie (BOS)",2017
Manny Navarro,Miami Herald,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Westbrook, Russell (OKC)","Harden, James (HOU)","Durant, Kevin (GSW)","George, Paul (OKC)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Lillard, Damian (POR)","Simmons, Ben (PHI)","Towns, Karl‐Anthony (MIN)","Horford, Al (BOS)","Curry, Stephen (GSW)","Mitchell, Donovan (UTA)",2017
Marc Berman,New York Post,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Aldridge, LaMarcus (SAS)","DeRozan, DeMar (TOR)","Curry, Stephen (GSW)","Towns, Karl‐Anthony (MIN)","Horford, Al (BOS)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Westbrook, Russell (OKC)",2017
Marc Kestecher,ESPN Radio,"James, LeBron (CLE)","Davis, Anthony (NOP)","Embiid, Joel (PHI)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Towns, Karl‐Anthony (MIN)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","Aldridge, LaMarcus (SAS)","George, Paul (OKC)","Drummond, Andre (DET)","Oladipo, Victor (IND)","DeRozan, DeMar (TOR)",2017
Mark Jackson,ABC/ESPN,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Lillard, Damian (POR)","Towns, Karl‐Anthony (MIN)","George, Paul (OKC)","Capela, Clint (HOU)","Curry, Stephen (GSW)","Oladipo, Victor (IND)",2017
Marv Albert,Turner,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","Horford, Al (BOS)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","Paul, Chris (HOU)","Oladipo, Victor (IND)",2017
Matt Velazquez,Milwaukee Journal Sentinel,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Paul, Chris (HOU)","George, Paul (OKC)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Curry, Stephen (GSW)",2017
Matt Winer,Turner,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Irving, Kyrie (BOS)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","Gobert, Rudy (UTA)","Curry, Stephen (GSW)","DeRozan, DeMar (TOR)",2017
Michael Grange,Rogers Sportsnet,"Antetokounmpo, Giannis (MIL)","James, LeBron (CLE)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Durant, Kevin (GSW)","Towns, Karl‐Anthony (MIN)","Capela, Clint (HOU)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","Simmons, Ben (PHI)","Horford, Al (BOS)","Adams, Steven (OKC)","Lowry, Kyle (TOR)","Oladipo, Victor (IND)",2017
Michael Wilbon,ABC/ESPN,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Westbrook, Russell (OKC)","Harden, James (HOU)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Lillard, Damian (POR)","DeRozan, DeMar (TOR)","Simmons, Ben (PHI)","Towns, Karl‐Anthony (MIN)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (HOU)",2017
Michelle Beadle,ABC/ESPN,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Westbrook, Russell (OKC)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","Gobert, Rudy (UTA)","Curry, Stephen (GSW)","Butler, Jimmy (MIN)",2017
Mike Breen,ABC/ESPN,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Butler, Jimmy (MIN)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","DeRozan, DeMar (TOR)","Irving, Kyrie (BOS)",2017
Mike Ganter,Toronto Sun,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","DeRozan, DeMar (TOR)","Horford, Al (BOS)","Durant, Kevin (GSW)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","George, Paul (OKC)","Love, Kevin (CLE)","Towns, Karl‐Anthony (MIN)","Lillard, Damian (POR)","Lowry, Kyle (TOR)",2017
Nira Khurana,Excelsior,"James, LeBron (CLE)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Davis, Anthony (NOP)","Curry, Stephen (GSW)","Paul, Chris (HOU)","George, Paul (OKC)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Westbrook, Russell (OKC)",2017
Paul Flannery,SB Nation,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Oladipo, Victor (IND)","Horford, Al (BOS)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","DeRozan, DeMar (TOR)","Paul, Chris (HOU)",2017
Rachel Nichols,ABC/ESPN,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Oladipo, Victor (IND)","Simmons, Ben (PHI)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","Paul, Chris (HOU)","Curry, Stephen (GSW)",2017
Ramona Shelburne,ESPN.com,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Simmons, Ben (PHI)","Towns, Karl‐Anthony (MIN)","Jokic, Nikola (DEN)","DeRozan, DeMar (TOR)","Oladipo, Victor (IND)",2017
Reggie Miller,Turner,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Westbrook, Russell (OKC)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","Gobert, Rudy (UTA)","Curry, Stephen (GSW)","DeRozan, DeMar (TOR)",2017
Ric Bucher,Bleacher Report,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Lillard, Damian (POR)","George, Paul (OKC)","Butler, Jimmy (MIN)","Jokic, Nikola (DEN)","DeRozan, DeMar (TOR)","Thompson, Klay (GSW)",2017
Richard Walker,Gaston Gazette,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Towns, Karl‐Anthony (MIN)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","Aldridge, LaMarcus (SAS)","Green, Draymond (GSW)","Gobert, Rudy (UTA)","DeRozan, DeMar (TOR)","Irving, Kyrie (BOS)",2017
Rob Mahoney,Sports Illustrated,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Butler, Jimmy (MIN)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Paul, Chris (HOU)","Aldridge, LaMarcus (SAS)","Horford, Al (BOS)","Towns, Karl‐Anthony (MIN)","Oladipo, Victor (IND)","Westbrook, Russell (OKC)",2017
Rod Beard,Detroit News,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Butler, Jimmy (MIN)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Westbrook, Russell (OKC)","Green, Draymond (GSW)","Horford, Al (BOS)","Towns, Karl‐Anthony (MIN)","Curry, Stephen (GSW)","Paul, Chris (HOU)",2017
Ron Tillery,Memphis Commercial Appeal,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Lillard, Damian (POR)","Butler, Jimmy (MIN)","Horford, Al (BOS)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Curry, Stephen (GSW)",2017
Rosalyn Gold‐Onwude,Turner,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Towns, Karl‐Anthony (MIN)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Westbrook, Russell (OKC)","Aldridge, LaMarcus (SAS)","Horford, Al (BOS)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Paul, Chris (HOU)",2017
Royce Young,ESPN.com,"Antetokounmpo, Giannis (MIL)","James, LeBron (CLE)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Westbrook, Russell (OKC)","Butler, Jimmy (MIN)","George, Paul (OKC)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","DeRozan, DeMar (TOR)",2017
Sam Amick,USA Today,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","George, Paul (OKC)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","Curry, Stephen (GSW)","Oladipo, Victor (IND)",2017
Scott Bordow,Arizona Republic,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Oladipo, Victor (IND)","George, Paul (OKC)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)","DeRozan, DeMar (TOR)","Lillard, Damian (POR)",2017
Sean Deveney,The Sporting News,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Westbrook, Russell (OKC)","Harden, James (HOU)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","Gobert, Rudy (UTA)","DeRozan, DeMar (TOR)","Irving, Kyrie (BOS)",2017
Sekou Smith,NBA.com,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Westbrook, Russell (OKC)","George, Paul (OKC)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","DeRozan, DeMar (TOR)","Oladipo, Victor (IND)",2017
Sherrod Blakely,NBC Sports Boston,"Antetokounmpo, Giannis (MIL)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Butler, Jimmy (MIN)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Westbrook, Russell (OKC)","Towns, Karl‐Anthony (MIN)","Aldridge, LaMarcus (SAS)","Jokic, Nikola (DEN)","Oladipo, Victor (IND)","Paul, Chris (HOU)",2017
Stefan Bondy,New York Daily News,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","George, Paul (OKC)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","DeRozan, DeMar (TOR)","Paul, Chris (HOU)",2017
Steve Aschburner,NBA.com,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Aldridge, LaMarcus (SAS)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","Butler, Jimmy (MIN)","Horford, Al (BOS)","Jokic, Nikola (DEN)","Simmons, Ben (PHI)","Curry, Stephen (GSW)",2017
Steve Smith,Turner,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","Simmons, Ben (PHI)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","Curry, Stephen (GSW)","Oladipo, Victor (IND)",2017
Thales Soares,Globoesporte.com,"James, LeBron (CLE)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Harden, James (HOU)","Davis, Anthony (NOP)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Paul, Chris (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Oladipo, Victor (IND)",2017
Tim Reynolds,Associated Press,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Towns, Karl‐Anthony (MIN)","Lillard, Damian (POR)","DeRozan, DeMar (TOR)","Butler, Jimmy (MIN)","Horford, Al (BOS)","Howard, Dwight (CHA)","Curry, Stephen (GSW)","Paul, Chris (HOU)",2017
TJ Manotoc,ABS‐CBN,"Durant, Kevin (GSW)","James, LeBron (CLE)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Aldridge, LaMarcus (SAS)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","George, Paul (OKC)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","Curry, Stephen (GSW)","Irving, Kyrie (BOS)",2017
Tony Jones,Salt Lake Tribune,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","George, Paul (OKC)","Horford, Al (BOS)","Embiid, Joel (PHI)","DeRozan, DeMar (TOR)","Paul, Chris (HOU)",2017
Vincent Goodwill,NBC Sports Chicago,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Westbrook, Russell (OKC)","Butler, Jimmy (MIN)","Horford, Al (BOS)","Jokic, Nikola (DEN)","DeRozan, DeMar (TOR)","Curry, Stephen (GSW)",2017
Weiping Zhang,CCTV,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","George, Paul (OKC)","Butler, Jimmy (MIN)","Towns, Karl‐Anthony (MIN)","DeRozan, DeMar (TOR)","Irving, Kyrie (BOS)",2017
Will Guillory,New Orleans Times‐Picayune,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Westbrook, Russell (OKC)","Butler, Jimmy (MIN)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Curry, Stephen (GSW)","Simmons, Ben (PHI)","Aldridge, LaMarcus (SAS)","Towns, Karl‐Anthony (MIN)","DeRozan, DeMar (TOR)","Paul, Chris (HOU)",2017
Xavier Vaution,BeIn Sport,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Aldridge, LaMarcus (SAS)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","DeRozan, DeMar (TOR)","Simmons, Ben (PHI)","Butler, Jimmy (MIN)","Jokic, Nikola (DEN)","Oladipo, Victor (IND)","Paul, Chris (HOU)",2017
Yoko Miyaji,Sports Graphic Number,"James, LeBron (CLE)","Durant, Kevin (GSW)","Davis, Anthony (NOP)","Harden, James (HOU)","Lillard, Damian (POR)","Antetokounmpo, Giannis (MIL)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Curry, Stephen (GSW)","Butler, Jimmy (MIN)","Horford, Al (BOS)","Towns, Karl‐Anthony (MIN)","Irving, Kyrie (BOS)","Paul, Chris (HOU)",2017
Zach Lowe,ESPN.com,"James, LeBron (CLE)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Lillard, Damian (POR)","Harden, James (HOU)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Oladipo, Victor (IND)","Butler, Jimmy (MIN)","Simmons, Ben (PHI)","Jokic, Nikola (DEN)","Paul, Chris (HOU)","Curry, Stephen (GSW)",2017
